scenario,method,rho,sigma_2,rep,euclidean_dist,max_abs_coef_diff,cosine_similarity,prediction_mse,prediction_mae,prediction_corr
pmm_N1000_p10_rho0.3_sigma1.0_rep21,pmm,0.3,1.0,21,0.14234452560223973,0.06708652871716292,0.9990916348906201,0.018026932569960876,0.10722489024873175,0.9998532787354503
pmm_N1000_p10_rho0.3_sigma1.0_rep22,pmm,0.3,1.0,22,0.1748716605255636,0.07108942879045377,0.9986360776688407,0.023880049600914645,0.12323942953383175,0.999727952014848
pmm_N1000_p10_rho0.3_sigma1.0_rep23,pmm,0.3,1.0,23,0.1847002231109235,0.11328229421844904,0.9984541555075792,0.029621933598675418,0.13793150082394304,0.999722429784895
pmm_N1000_p10_rho0.3_sigma1.0_rep24,pmm,0.3,1.0,24,0.21164843546773116,0.13432150350681749,0.9979759810403804,0.031050710737166014,0.14109680594514265,0.9995945433690404
pmm_N1000_p10_rho0.3_sigma1.0_rep25,pmm,0.3,1.0,25,0.2035358855650228,0.11772731646770729,0.9981988069132425,0.030568490573596303,0.1387833469644767,0.9996333832425034
pmm_N1000_p10_rho0.3_sigma1.0_rep26,pmm,0.3,1.0,26,0.1311340611594932,0.0631386782611909,0.9992855088930718,0.014812245650699538,0.09845095169058307,0.9998763358173469
pmm_N1000_p10_rho0.3_sigma1.0_rep27,pmm,0.3,1.0,27,0.17079503690631667,0.08660913177431084,0.9987812670055011,0.027041903798135605,0.1313531581691615,0.999749761930339
pmm_N1000_p10_rho0.3_sigma1.0_rep28,pmm,0.3,1.0,28,0.15073808969045158,0.06808478382537642,0.9989813641014226,0.020738917771192748,0.1147556038550801,0.999816091879446
pmm_N1000_p10_rho0.3_sigma1.0_rep29,pmm,0.3,1.0,29,0.181234040005697,0.11036695301461563,0.9985398295477036,0.024166435034292857,0.12431130435754738,0.9997237420291059
pmm_N1000_p10_rho0.3_sigma1.0_rep3,pmm,0.3,1.0,3,0.25808554634512626,0.1547193090243978,0.9970239490250821,0.04690719824224146,0.17315190689638577,0.9993852635370304
pmm_N1000_p10_rho0.3_sigma1.0_rep30,pmm,0.3,1.0,30,0.1693423348984732,0.09267922942282203,0.9987104716866628,0.020467707333709454,0.11413788296280193,0.9997440141533515
pmm_N1000_p10_rho0.3_sigma1.0_rep31,pmm,0.3,1.0,31,0.15778351243058406,0.07408329177658834,0.9988782950855474,0.018471244907674673,0.10891133092690689,0.9998169309881562
pmm_N1000_p10_rho0.3_sigma1.0_rep32,pmm,0.3,1.0,32,0.08409332966151252,0.048816320408910485,0.9997058574046244,0.007428441046451431,0.06872048532030703,0.9999425396424759
pmm_N1000_p10_rho0.3_sigma1.0_rep33,pmm,0.3,1.0,33,0.1646885012468677,0.09250530345216235,0.9987659968387022,0.021813211940309107,0.11832867379392197,0.9997781757711125
pmm_N1000_p10_rho0.3_sigma1.0_rep34,pmm,0.3,1.0,34,0.19764388947518002,0.10533713592559746,0.9982193982165326,0.028671394360838907,0.13502172210687305,0.9996472782419927
pmm_N1000_p10_rho0.3_sigma1.0_rep35,pmm,0.3,1.0,35,0.12008602193791704,0.05841854773767641,0.999421384195752,0.01288146589290613,0.09055076589408986,0.9998835472553156
pmm_N1000_p10_rho0.3_sigma1.0_rep36,pmm,0.3,1.0,36,0.15393509519911458,0.0887362761081898,0.9990000772738038,0.019151591574367088,0.11311079370433008,0.9998529767793924
pmm_N1000_p10_rho0.3_sigma1.0_rep37,pmm,0.3,1.0,37,0.20854286785896375,0.11490815936174248,0.9981880991829216,0.04141068552557708,0.1624241476198401,0.999672576578141
pmm_N1000_p10_rho0.3_sigma1.0_rep38,pmm,0.3,1.0,38,0.12285257557679637,0.06892420440577474,0.999381965792777,0.019604784717320797,0.11185969951368623,0.99988391668941
pmm_N1000_p10_rho0.3_sigma1.0_rep39,pmm,0.3,1.0,39,0.15013437151555298,0.10420974184579468,0.9989868362467732,0.01590396277962862,0.10076720201853358,0.9997928843895877
pmm_N1000_p10_rho0.3_sigma1.0_rep4,pmm,0.3,1.0,4,0.11858603860717416,0.0664502234583122,0.9993984737826817,0.011392767526863674,0.08543837740596931,0.9998966808039448
pmm_N1000_p10_rho0.3_sigma1.0_rep40,pmm,0.3,1.0,40,0.16943994819254798,0.07392703423990321,0.9987553442391763,0.02663001770710173,0.12968703802656373,0.9997498582320764
pmm_N1000_p10_rho0.3_sigma1.0_rep41,pmm,0.3,1.0,41,0.18182203211530873,0.1057035281304115,0.9986291899356899,0.02610379827940867,0.12957100932081425,0.9997227439985747
pmm_N1000_p10_rho0.3_sigma1.0_rep42,pmm,0.3,1.0,42,0.16258453053150362,0.0830631617368156,0.9987898817445878,0.02033967746562673,0.11350892379260076,0.9997832705712293
pmm_N1000_p10_rho0.3_sigma1.0_rep43,pmm,0.3,1.0,43,0.21175606873362274,0.14252693070903244,0.9979212950142227,0.0321032058886193,0.14220752726550245,0.9995639691009052
pmm_N1000_p10_rho0.3_sigma1.0_rep44,pmm,0.3,1.0,44,0.19778319409967549,0.10302233157021368,0.9982069038802645,0.02876324057125413,0.13665146460357877,0.9996976332455163
pmm_N1000_p10_rho0.3_sigma1.0_rep45,pmm,0.3,1.0,45,0.1560589956591231,0.10174572882448563,0.9988832688908701,0.01945396457200759,0.11176920736365518,0.9998131277885716
pmm_N1000_p10_rho0.3_sigma1.0_rep46,pmm,0.3,1.0,46,0.15700178608134116,0.0857049531386187,0.9988893469973923,0.01858089240342779,0.10899280183866815,0.9997829073654315
pmm_N1000_p10_rho0.3_sigma1.0_rep47,pmm,0.3,1.0,47,0.1262811006448461,0.07074963036587578,0.9992943597942342,0.01381652794181361,0.09404171395235554,0.9998608631633288
pmm_N1000_p10_rho0.3_sigma1.0_rep48,pmm,0.3,1.0,48,0.12931276708406922,0.08284950322453222,0.9993120654928759,0.017886644667137373,0.10687726242254687,0.9998578766431971
pmm_N1000_p10_rho0.3_sigma1.0_rep49,pmm,0.3,1.0,49,0.10577152377160415,0.07205797953305593,0.9995050762698976,0.008134954368544237,0.07194326890437308,0.9999034376359052
pmm_N1000_p10_rho0.3_sigma1.0_rep5,pmm,0.3,1.0,5,0.20372585269439128,0.10951497452278303,0.9981602074440046,0.03694365958442556,0.15367429735696378,0.9996255557886998
pmm_N1000_p10_rho0.3_sigma1.0_rep50,pmm,0.3,1.0,50,0.19928037868653156,0.14250043377134403,0.9983278543727728,0.035895894813714004,0.1587603707869676,0.9998222571209943
pmm_N1000_p10_rho0.3_sigma1.0_rep51,pmm,0.3,1.0,51,0.21113102375236356,0.11696911211384575,0.998012205508575,0.033482709726757764,0.14791912636346466,0.9996870189623556
pmm_N1000_p10_rho0.3_sigma1.0_rep52,pmm,0.3,1.0,52,0.12121216639677536,0.08223855987493911,0.9993613354148502,0.012797291609200942,0.09047395023082043,0.9998720800178684
pmm_N1000_p10_rho0.3_sigma1.0_rep53,pmm,0.3,1.0,53,0.11809626691527693,0.05742093565687256,0.9993771546280881,0.010196746802469805,0.08012020719369772,0.999869843189732
pmm_N1000_p10_rho0.3_sigma1.0_rep54,pmm,0.3,1.0,54,0.16943722819835508,0.09610950330611934,0.9986969868688516,0.019682695910412825,0.1116505905876458,0.999745096852249
pmm_N1000_p10_rho0.3_sigma1.0_rep55,pmm,0.3,1.0,55,0.1692647571665755,0.08347939334213039,0.9987819220098072,0.027869560661847457,0.1336038502756895,0.9997514232935487
pmm_N1000_p10_rho0.3_sigma1.0_rep56,pmm,0.3,1.0,56,0.2006692940680028,0.09711972509232258,0.9981394415865308,0.029150555057305013,0.13586703467976582,0.9996237386092466
pmm_N1000_p10_rho0.3_sigma1.0_rep57,pmm,0.3,1.0,57,0.13996002115153972,0.07399046727100511,0.9991827142880377,0.014870094161434798,0.09764450280708918,0.9998331463670738
pmm_N1000_p10_rho0.3_sigma1.0_rep58,pmm,0.3,1.0,58,0.17296511407829687,0.09661684783583158,0.9986754986348763,0.024738361665447215,0.12803234919031958,0.9998056167169294
pmm_N1000_p10_rho0.3_sigma1.0_rep59,pmm,0.3,1.0,59,0.09971895962523535,0.05277549031819895,0.9995663828497587,0.008212111314506507,0.07212128353885512,0.9999083862580616
pmm_N1000_p10_rho0.3_sigma1.0_rep6,pmm,0.3,1.0,6,0.2237071062260407,0.14547707195586235,0.9977552208719753,0.03732801893848121,0.1540095120349308,0.9995801636357853
pmm_N1000_p10_rho0.3_sigma1.0_rep60,pmm,0.3,1.0,60,0.14441678529993623,0.088689884085971,0.9991292427693375,0.020510778116205178,0.11388581641823949,0.9998168239094934
pmm_N1000_p10_rho0.3_sigma1.0_rep61,pmm,0.3,1.0,61,0.20016700461894968,0.10919886081241681,0.9981699048500123,0.029460987294212045,0.13717689564730798,0.9996233007882522
pmm_N1000_p10_rho0.3_sigma1.0_rep62,pmm,0.3,1.0,62,0.1505780104974137,0.08569515084311408,0.9990512692578639,0.019562890182185204,0.11159603027151602,0.9998135370578094
pmm_N1000_p10_rho0.3_sigma1.0_rep63,pmm,0.3,1.0,63,0.19070940920482288,0.12383188509225007,0.9984070339528655,0.02806068381150765,0.13477859870622527,0.9997299883244171
pmm_N1000_p10_rho0.3_sigma1.0_rep64,pmm,0.3,1.0,64,0.12521597217861516,0.06235188929540314,0.9993052933811706,0.012041345437586566,0.08795267524603259,0.9998748116942467
pmm_N1000_p10_rho0.3_sigma1.0_rep65,pmm,0.3,1.0,65,0.14366513537895562,0.08201752153448205,0.9990799421734958,0.016186170621394224,0.10144649698188578,0.9998086358075877
pmm_N1000_p10_rho0.3_sigma1.0_rep66,pmm,0.3,1.0,66,0.11504956277148692,0.06359192320941931,0.9994267374842188,0.01035674494003053,0.08083190078095556,0.999877424818257
pmm_N1000_p10_rho0.3_sigma1.0_rep67,pmm,0.3,1.0,67,0.16774975404644948,0.08504950645414278,0.9987537555803213,0.022438585156868418,0.12022685456176298,0.999790913770269
pmm_N1000_p10_rho0.3_sigma1.0_rep68,pmm,0.3,1.0,68,0.16649048422792065,0.08962206928910055,0.9987380409536846,0.022107253999506107,0.11837857698318234,0.9997535101834538
pmm_N1000_p10_rho0.3_sigma1.0_rep69,pmm,0.3,1.0,69,0.16031541554351983,0.11535847904268048,0.998843412640223,0.01952434779088189,0.11126678183725844,0.9997570530039276
pmm_N1000_p10_rho0.3_sigma1.0_rep7,pmm,0.3,1.0,7,0.12600324068326763,0.07221657560652806,0.999282722693367,0.011220863912873486,0.08422979545912607,0.9998545087648794
pmm_N1000_p10_rho0.3_sigma1.0_rep70,pmm,0.3,1.0,70,0.1589587581176724,0.07768587128661197,0.998911773214348,0.019124830616269246,0.10997082146217758,0.9997813611088484
pmm_N1000_p10_rho0.3_sigma1.0_rep71,pmm,0.3,1.0,71,0.18708836905737625,0.11690127959951813,0.998385002920983,0.02629122424019975,0.1293741896508493,0.9996806947218831
pmm_N1000_p10_rho0.3_sigma1.0_rep72,pmm,0.3,1.0,72,0.1516338813176445,0.09143772311778053,0.9989927447462307,0.018512710185596894,0.10868067733324314,0.9998151109042677
pmm_N1000_p10_rho0.3_sigma1.0_rep73,pmm,0.3,1.0,73,0.15888812520067444,0.08065471447374639,0.9988555361346312,0.01764455719673931,0.10592718516265033,0.9997753868446888
pmm_N1000_p10_rho0.3_sigma1.0_rep74,pmm,0.3,1.0,74,0.1838130935392997,0.11692574004076217,0.9984946414374328,0.02438248144655818,0.12482206046169171,0.9996964782881828
pmm_N1000_p10_rho0.3_sigma1.0_rep75,pmm,0.3,1.0,75,0.14267219935456157,0.0702278366420741,0.9991066402639763,0.01568592841440061,0.10037866360361722,0.9998356981054474
pmm_N1000_p10_rho0.3_sigma1.0_rep76,pmm,0.3,1.0,76,0.1524758803384495,0.07386679581377642,0.9989325394010475,0.01707322686513787,0.10463715034868326,0.9998083933493557
pmm_N1000_p10_rho0.3_sigma1.0_rep77,pmm,0.3,1.0,77,0.16754588998057138,0.0983410715194939,0.9987270424422786,0.028705250528064847,0.13715120483200016,0.9998456966192133
pmm_N1000_p10_rho0.3_sigma1.0_rep78,pmm,0.3,1.0,78,0.16806701653998138,0.08369084323871134,0.9987302018272041,0.020555524630693843,0.11472758479580884,0.9997534177404971
pmm_N1000_p10_rho0.3_sigma1.0_rep79,pmm,0.3,1.0,79,0.1652025558696582,0.11101227910688916,0.9987643978595296,0.022899768625423103,0.12046575213001517,0.999777287001173
pmm_N1000_p10_rho0.3_sigma1.0_rep8,pmm,0.3,1.0,8,0.2518771314266058,0.16763300897622435,0.9971115815616342,0.051502297577593364,0.1813455497349053,0.9993997376214983
pmm_N1000_p10_rho0.3_sigma1.0_rep80,pmm,0.3,1.0,80,0.18728986885651785,0.1269848374457211,0.9984397266199271,0.030618462491001065,0.1453946428460942,0.9998203373069756
pmm_N1000_p10_rho0.3_sigma1.0_rep81,pmm,0.3,1.0,81,0.12686334188198534,0.057825088073809705,0.9992661476568785,0.012808869538825702,0.09066425734231275,0.999871955609413
pmm_N1000_p10_rho0.3_sigma1.0_rep82,pmm,0.3,1.0,82,0.09627660770151582,0.053440535895098895,0.9996272339556964,0.008861210387342175,0.07548019617671836,0.9999263251805423
pmm_N1000_p10_rho0.3_sigma1.0_rep83,pmm,0.3,1.0,83,0.13499115230984912,0.07434615313816106,0.9992284163086601,0.01732466773228828,0.10513993460266029,0.9998524828948673
pmm_N1000_p10_rho0.3_sigma1.0_rep84,pmm,0.3,1.0,84,0.18213907156057452,0.08862347702775275,0.9985220282717736,0.02580980168453617,0.1299534742319877,0.9997596472009258
pmm_N1000_p10_rho0.3_sigma1.0_rep85,pmm,0.3,1.0,85,0.1227576933273063,0.05880401201487673,0.9993059842689918,0.01069633491170647,0.08243092219886815,0.9998594429257925
pmm_N1000_p10_rho0.3_sigma1.0_rep86,pmm,0.3,1.0,86,0.20840883242029312,0.15316526111142836,0.9981434083312091,0.0318760819508508,0.14217729609191573,0.9996200125916184
pmm_N1000_p10_rho0.3_sigma1.0_rep87,pmm,0.3,1.0,87,0.14567955790755574,0.08875252209603002,0.9990318221982294,0.01784949399111592,0.10711432295405553,0.9998449454951133
pmm_N1000_p10_rho0.3_sigma1.0_rep88,pmm,0.3,1.0,88,0.2376596657773038,0.12841407367241287,0.9974920543280398,0.03940813313680093,0.1579564919508251,0.9995190710961002
pmm_N1000_p10_rho0.3_sigma1.0_rep89,pmm,0.3,1.0,89,0.22763504312982477,0.10944809761901397,0.9976450832562733,0.04129354746629191,0.16225859372880605,0.9995406868279249
pmm_N1000_p10_rho0.3_sigma1.0_rep9,pmm,0.3,1.0,9,0.267989665233106,0.1542759993738051,0.9967555755041718,0.06024715331422669,0.19901175751265573,0.9995468170487111
pmm_N1000_p10_rho0.3_sigma1.0_rep90,pmm,0.3,1.0,90,0.1594683912006181,0.07075017443505438,0.9988437487198704,0.025855121412196196,0.12862650904000034,0.999821600130903
pmm_N1000_p10_rho0.3_sigma1.0_rep91,pmm,0.3,1.0,91,0.1538139569516251,0.11772966374779026,0.9989425904610989,0.01889681483646998,0.10929815052441158,0.9997809603115676
pmm_N1000_p10_rho0.3_sigma1.0_rep92,pmm,0.3,1.0,92,0.11755100282665297,0.06392705308731927,0.9993668832331668,0.014066600800849795,0.09489215497575731,0.9999069166172166
pmm_N1000_p10_rho0.3_sigma1.0_rep93,pmm,0.3,1.0,93,0.1564870543993378,0.08467404865405304,0.9988890747304671,0.016884756106271284,0.10378860415376975,0.999774637344535
pmm_N1000_p10_rho0.3_sigma1.0_rep94,pmm,0.3,1.0,94,0.18934291235840833,0.10529530133082687,0.9985024195617045,0.038134659090954315,0.15546245541688794,0.9997406055519413
pmm_N1000_p10_rho0.3_sigma1.0_rep95,pmm,0.3,1.0,95,0.1608136713635456,0.08958104824308988,0.9988651666530052,0.022329418595555636,0.11995707164959235,0.9997848492629927
pmm_N1000_p10_rho0.3_sigma1.0_rep96,pmm,0.3,1.0,96,0.10619776560066994,0.04439178301583879,0.9994864615761349,0.007881445403695907,0.07105016633510515,0.9998967004935434
pmm_N1000_p10_rho0.3_sigma1.0_rep97,pmm,0.3,1.0,97,0.16836963520751103,0.08401966063808075,0.9988544344451981,0.02760415901907902,0.13234237360381557,0.9997732532336195
pmm_N1000_p10_rho0.3_sigma1.0_rep98,pmm,0.3,1.0,98,0.13185509739486942,0.09682958661638263,0.9992183567480852,0.012297942430403962,0.08874106167130803,0.9998449886658459
pmm_N1000_p10_rho0.3_sigma1.0_rep99,pmm,0.3,1.0,99,0.19558951263219382,0.11529159966469016,0.9982554019670559,0.028346169836144564,0.13415864071426925,0.9996325767635318
pmm_N1000_p10_rho0.3_sigma1.5_rep1,pmm,0.3,1.5,1,0.22784499827633103,0.1538067259798065,0.9976531223505964,0.044513900596133325,0.16896138290806648,0.9995717393665593
pmm_N1000_p10_rho0.3_sigma1.5_rep10,pmm,0.3,1.5,10,0.2172606749693153,0.11438449464998024,0.997831496392958,0.032557190811296544,0.1443281784808386,0.9995671229919547
pmm_N1000_p10_rho0.3_sigma1.5_rep100,pmm,0.3,1.5,100,0.13055549624953314,0.08431062379212806,0.999254386397275,0.016068127827984478,0.10104800456187658,0.9998631461277895
pmm_N1000_p10_rho0.3_sigma1.5_rep11,pmm,0.3,1.5,11,0.18329045042470715,0.11064371345225288,0.9984930851416194,0.02498674712157335,0.1258854453428857,0.9996945182822226
pmm_N1000_p10_rho0.3_sigma1.5_rep12,pmm,0.3,1.5,12,0.20408292851310425,0.1038575634547052,0.9983178760131705,0.04025775286525311,0.16092178933430662,0.9996494954263563
pmm_N1000_p10_rho0.3_sigma1.5_rep13,pmm,0.3,1.5,13,0.2131814402858006,0.17878412673932642,0.9978936405913724,0.031882454903827885,0.14198411737589195,0.9995653146163339
pmm_N1000_p10_rho0.3_sigma1.5_rep14,pmm,0.3,1.5,14,0.25339533426543465,0.1362948052105145,0.9971140092742901,0.047840858265887104,0.1748464284467279,0.9994461038028807
pmm_N1000_p10_rho0.3_sigma1.5_rep15,pmm,0.3,1.5,15,0.16456768595974494,0.10475278567409863,0.9987739049526204,0.019481842726134874,0.11163944813646985,0.9997440469995925
pmm_N1000_p10_rho0.3_sigma1.5_rep16,pmm,0.3,1.5,16,0.2814468420064884,0.1836938448593588,0.9966248506107487,0.05629326785901032,0.1892022242225851,0.9993447584339983
pmm_N1000_p10_rho0.3_sigma1.5_rep17,pmm,0.3,1.5,17,0.17859621271144727,0.10514058501262502,0.9985822871035608,0.02587284050868203,0.12777378613637094,0.9997055999617677
pmm_N1000_p10_rho0.3_sigma1.5_rep18,pmm,0.3,1.5,18,0.23918673701884072,0.12806093244535832,0.9973954298297915,0.04017152247146088,0.15994478110075233,0.9994641845346408
pmm_N1000_p10_rho0.3_sigma1.5_rep19,pmm,0.3,1.5,19,0.1668377370422523,0.0838458015633583,0.9987557711973748,0.01944941263278939,0.11128040717939461,0.9997481472609906
pmm_N1000_p10_rho0.3_sigma1.5_rep2,pmm,0.3,1.5,2,0.2570876804133494,0.16831803517464905,0.9970222432657093,0.04554866600869616,0.17015927835096473,0.9993921736162782
pmm_N1000_p10_rho0.3_sigma1.5_rep20,pmm,0.3,1.5,20,0.2341940968762508,0.18869141303058112,0.9975129980341281,0.03929849207944379,0.15805012589688316,0.9995101047634452
pmm_N1000_p10_rho0.3_sigma1.5_rep21,pmm,0.3,1.5,21,0.247248365093542,0.12813314081843485,0.9972642135406448,0.04309891831942262,0.16579336827893626,0.9994438857088173
pmm_N1000_p10_rho0.3_sigma1.5_rep22,pmm,0.3,1.5,22,0.16890435218187244,0.09159241470426549,0.9987053353023729,0.02025466722892554,0.11376028808543778,0.9997340432733718
pmm_N1000_p10_rho0.3_sigma1.5_rep23,pmm,0.3,1.5,23,0.11180578027104937,0.060499579687676275,0.9994232356134022,0.009367368801670202,0.07735941772856268,0.999888824534553
pmm_N1000_p10_rho0.3_sigma1.5_rep24,pmm,0.3,1.5,24,0.2544279350289848,0.1456239230502595,0.9972540109651445,0.05177171582669444,0.18482397655571575,0.9995838373266877
pmm_N1000_p10_rho0.3_sigma1.5_rep25,pmm,0.3,1.5,25,0.23257588153389375,0.10961075076149829,0.997518666836323,0.03783060965524057,0.15539907169624623,0.9994989972453898
pmm_N1000_p10_rho0.3_sigma1.5_rep26,pmm,0.3,1.5,26,0.18132596674760754,0.12757372159417368,0.9985645767265867,0.024612885847974518,0.1253941873958212,0.9997079792107179
pmm_N1000_p10_rho0.3_sigma1.5_rep27,pmm,0.3,1.5,27,0.18234958211792726,0.10403611027254334,0.9985264990455545,0.024903987020245596,0.1254573382071915,0.9997033038064163
pmm_N1000_p10_rho0.3_sigma1.5_rep28,pmm,0.3,1.5,28,0.22075965713757592,0.12101874070665097,0.9979192903660417,0.04660761313130035,0.17210014568911844,0.9996449407369813
pmm_N1000_p10_rho0.3_sigma1.5_rep29,pmm,0.3,1.5,29,0.3008697229542608,0.17955840417001334,0.9961339988218529,0.07029529496644937,0.21171366912147632,0.9991938236706509
pmm_N1000_p10_rho0.3_sigma1.5_rep3,pmm,0.3,1.5,3,0.23642452825551874,0.1378334121673096,0.9974934963849033,0.039972097890667274,0.15945820308281572,0.99952348371356
pmm_N1000_p10_rho0.3_sigma1.5_rep30,pmm,0.3,1.5,30,0.20439855050342734,0.09870296965013914,0.9982526765772185,0.03242265615232776,0.14512029615987004,0.9997012760971509
pmm_N1000_p10_rho0.3_sigma1.5_rep31,pmm,0.3,1.5,31,0.24356904238145496,0.140838311468791,0.9974447486033491,0.047561811881022834,0.17796470511274157,0.9996180298434792
pmm_N1000_p10_rho0.3_sigma1.5_rep32,pmm,0.3,1.5,32,0.24105084354663367,0.142169517864009,0.9973474195407632,0.04548482721348286,0.17196004234866666,0.9996178884221175
pmm_N1000_p10_rho0.3_sigma1.5_rep33,pmm,0.3,1.5,33,0.14191365627450492,0.09078579386106922,0.9990596278235491,0.014807857257628879,0.0973846529731563,0.9998202885226486
pmm_N1000_p10_rho0.3_sigma1.5_rep34,pmm,0.3,1.5,34,0.23526349627461482,0.2034238705193233,0.9975501211664036,0.041311749414114515,0.16156696997769732,0.9995071497379611
pmm_N1000_p10_rho0.3_sigma1.5_rep35,pmm,0.3,1.5,35,0.26282245314358543,0.11555539443869589,0.9968275297515211,0.05108064450304074,0.18038860281854158,0.9993830528797338
pmm_N1000_p10_rho0.3_sigma1.5_rep36,pmm,0.3,1.5,36,0.1535153773327399,0.10889605427958093,0.9989601556044865,0.016919633967960153,0.10372301321322043,0.999780971731055
pmm_N1000_p10_rho0.3_sigma1.5_rep37,pmm,0.3,1.5,37,0.2006918880446801,0.1373283210365528,0.9982250750896353,0.028508441348610778,0.13480202606486774,0.9996312343127347
pmm_N1000_p10_rho0.3_sigma1.5_rep38,pmm,0.3,1.5,38,0.24375786474765485,0.15821945794796,0.9973927302514747,0.047752224433083294,0.17459615934735562,0.9994834212728461
pmm_N1000_p10_rho0.3_sigma1.5_rep39,pmm,0.3,1.5,39,0.13274516984705909,0.07722544281102872,0.999298574875148,0.019854798657281594,0.1121169083311198,0.9998556886212567
pmm_N1000_p10_rho0.3_sigma1.5_rep4,pmm,0.3,1.5,4,0.1830670875266124,0.0994899124410612,0.9984609902299545,0.024162296866857575,0.12400539235597985,0.9996860960203815
pmm_N1000_p10_rho0.3_sigma1.5_rep40,pmm,0.3,1.5,40,0.16741352279581123,0.08309974871365156,0.9987458147111514,0.020814125988742438,0.11484587669897094,0.9997458959588004
pmm_N1000_p10_rho0.3_sigma1.5_rep41,pmm,0.3,1.5,41,0.1795051433245133,0.1060596890133203,0.9987938590785855,0.04152602232115437,0.16230162234786064,0.9997517358527289
pmm_N1000_p10_rho0.3_sigma1.5_rep42,pmm,0.3,1.5,42,0.1767622915282714,0.11101055440301644,0.9985939365144729,0.024226979446986822,0.12436023761293793,0.9997217520868864
pmm_N1000_p10_rho0.3_sigma1.5_rep43,pmm,0.3,1.5,43,0.17643204552690553,0.1042103222763503,0.9986118405482991,0.02248899588105358,0.11973005524036107,0.9997155517769544
pmm_N1000_p10_rho0.3_sigma1.5_rep44,pmm,0.3,1.5,44,0.15840314878674777,0.09302373179380452,0.9989002545058304,0.01899713229201867,0.1097934786673583,0.9997710487814935
pmm_N1000_p10_rho0.3_sigma1.5_rep45,pmm,0.3,1.5,45,0.3280530134027497,0.24348612280011994,0.9950291124278458,0.07638933515441336,0.22096642404957365,0.998954434885813
pmm_N1000_p10_rho0.3_sigma1.5_rep46,pmm,0.3,1.5,46,0.15641166226961986,0.10564155544454668,0.998876229414849,0.017334882673332237,0.10547763680120092,0.999769398174955
pmm_N1000_p10_rho0.3_sigma1.5_rep47,pmm,0.3,1.5,47,0.25546005975969954,0.17468890786324298,0.997096923996113,0.04593970418984749,0.1706792095464895,0.9993988265496571
pmm_N1000_p10_rho0.3_sigma1.5_rep48,pmm,0.3,1.5,48,0.1588143897497864,0.09438585281970346,0.9988548854958449,0.019170483787630435,0.11067891959247922,0.9997652951164612
pmm_N1000_p10_rho0.3_sigma1.5_rep49,pmm,0.3,1.5,49,0.16551761941478427,0.10542182796905131,0.9987924379075728,0.019769851790263134,0.11232386599738338,0.9997614779237286
pmm_N1000_p10_rho0.3_sigma1.5_rep5,pmm,0.3,1.5,5,0.1945032577882946,0.10827040242150443,0.9983311082724114,0.02829572494943707,0.13439005007476432,0.9996482532936417
pmm_N1000_p10_rho0.3_sigma1.5_rep50,pmm,0.3,1.5,50,0.19030434872191024,0.10902705461245144,0.9984059649352792,0.028388742196512134,0.134301941916042,0.9997088727345647
pmm_N1000_p10_rho0.3_sigma1.5_rep51,pmm,0.3,1.5,51,0.19671052176317408,0.11945885073596307,0.9982697490928314,0.02738613228247051,0.13240421204923195,0.9996442101792218
pmm_N1000_p10_rho0.3_sigma1.5_rep52,pmm,0.3,1.5,52,0.22117041551171085,0.1532267054087747,0.9977823242293709,0.04674561806113508,0.1786890306876678,0.9997888819021659
pmm_N1000_p10_rho0.3_sigma1.5_rep53,pmm,0.3,1.5,53,0.22569192693799334,0.1278809886382899,0.9977487478647481,0.03889732970553224,0.1572954905314194,0.9995295484994703
pmm_N1000_p10_rho0.3_sigma1.5_rep54,pmm,0.3,1.5,54,0.21921707214481656,0.1400975212732255,0.9978513573340029,0.03455299498050961,0.1482783079537545,0.9995465772227609
pmm_N1000_p10_rho0.3_sigma1.5_rep55,pmm,0.3,1.5,55,0.3334284951926175,0.25309687128354674,0.9953300080713814,0.08478998028383276,0.23201005944000522,0.9990348851960847
pmm_N1000_p10_rho0.3_sigma1.5_rep56,pmm,0.3,1.5,56,0.17537939156996107,0.10454173788771726,0.9986216079311664,0.023316556688811163,0.12165387408715003,0.9997494860109547
pmm_N1000_p10_rho0.3_sigma1.5_rep57,pmm,0.3,1.5,57,0.15053127034270372,0.08974249268694834,0.999016616759714,0.017508946627029263,0.10556555558473919,0.9998072077179732
pmm_N1000_p10_rho0.3_sigma1.5_rep58,pmm,0.3,1.5,58,0.14974874405303787,0.09560961558680603,0.9990113885780882,0.017650240601985438,0.10560548315359758,0.9998037045820258
pmm_N1000_p10_rho0.3_sigma1.5_rep59,pmm,0.3,1.5,59,0.16992249824620237,0.09852179821630502,0.9987924360659456,0.027805425538923224,0.13342254299994386,0.99975790492657
pmm_N1000_p10_rho0.3_sigma1.5_rep6,pmm,0.3,1.5,6,0.08646856625277753,0.0482735340852426,0.9997523435627752,0.01251728934703829,0.08921353765472118,0.9999527441864838
pmm_N1000_p10_rho0.3_sigma1.5_rep60,pmm,0.3,1.5,60,0.14402987783170124,0.08590692810686762,0.9991165964007058,0.018076184956093498,0.1076275245731762,0.9998241264037755
pmm_N1000_p10_rho0.3_sigma1.5_rep61,pmm,0.3,1.5,61,0.1781114316202581,0.10937242401758818,0.9985615721997638,0.026100284357102134,0.1294763610058987,0.9997753525705179
